location_ID,Location,city_id
988,Willow Creek Farm - 3794 County Road 490,105
989,Green Valley Farm - 6037 County Road 182,115
990,Pleasant Hill Farm - 1748 County Road 178,149
991,Golden Fields Farm - 6121 County Road 76,167
992,Stonebridge Farm - 9034 County Road 6,243
993,Spring Valley Farm - 6923 County Road 35,131
994,Blue Sky Farm - 1645 County Road 153,44
995,Windmill Farm - 4557 County Road 53,21
996,Meadowbrook Farm - 2642 County Road 42,101
997,Valley View Farm - 3670 County Road 292,229
998,Green Valley Farm - 6518 County Road 48,242
999,Mountain View Farm - 9408 County Road 367,213
1000,Prairie View Farm - 9339 County Road 339,233
1001,Heritage Farm - 4686 County Road 444,201
1002,Rolling Hills Farm - 9422 County Road 386,174
1003,Blue Sky Farm - 8119 County Road 241,29
1004,Red Barn Farm - 5383 County Road 130,80
1005,Heritage Farm - 9814 County Road 387,243
1006,Green Valley Farm - 9434 County Road 424,29
1007,Oak Ridge Farm - 2851 County Road 347,44
1008,Golden Fields Farm - 3080 County Road 367,124
1009,Windmill Farm - 5498 County Road 51,193
1010,Prairie View Farm - 1954 County Road 186,213
1011,Golden Fields Farm - 6493 County Road 295,72
1012,Windmill Farm - 7452 County Road 394,151
1013,Horizon Farm - 3465 County Road 296,239
1014,Harvest Moon Farm - 4913 County Road 394,244
1015,Stonebridge Farm - 8664 County Road 106,152
1016,Riverdale Farm - 4040 County Road 285,138
1017,Riverside Farm - 2079 County Road 333,106
1018,Sunny Meadow Farm - 2561 County Road 154,178
1019,Countryside Farm - 9066 County Road 487,48
1020,Meadowbrook Farm - 8307 County Road 287,142
1021,Silver Lake Farm - 1660 County Road 462,182
1022,Riverside Farm - 8458 County Road 162,105
1023,Heritage Farm - 6378 County Road 95,220
1024,Silver Lake Farm - 7640 County Road 2,64
1025,Blue Sky Farm - 2229 County Road 180,1
1026,Pleasant Hill Farm - 1850 County Road 133,189
1027,Rolling Hills Farm - 1147 County Road 93,26
1028,Oakwood Farm - 1709 County Road 120,133
1029,Riverside Farm - 7805 County Road 277,81
1030,Blue Sky Farm - 1624 County Road 494,145
1031,Oakwood Farm - 2067 County Road 381,214
1032,Spring Valley Farm - 2827 County Road 392,210
1033,Countryside Farm - 5198 County Road 334,72
1034,Oakwood Farm - 9975 County Road 247,9
1035,Windmill Farm - 1123 County Road 402,100
1036,Valley View Farm - 6422 County Road 256,192
1037,Pine Creek Farm - 2704 County Road 269,185
1038,Oakwood Farm - 1815 County Road 476,74
1039,Sunset Farm - 4641 County Road 85,191
1040,Oakwood Farm - 6327 County Road 31,45
1041,Oakwood Farm - 8147 County Road 495,36
1042,Countryside Farm - 8423 County Road 286,38
1043,Silver Lake Farm - 2346 County Road 223,171
1044,Pleasant Hill Farm - 7955 County Road 343,234
1045,Sunset Farm - 1589 County Road 137,222
1046,Maple Grove Farm - 8606 County Road 424,184
1047,Hilltop Farm - 6647 County Road 264,198
1048,Blue Sky Farm - 6673 County Road 165,199
1049,Heritage Farm - 5334 County Road 133,89
1050,Blue Sky Farm - 7615 County Road 411,67
1051,Countryside Farm - 8129 County Road 433,85
1052,Silver Lake Farm - 5974 County Road 149,207
1053,Prairie View Farm - 8214 County Road 236,67
1054,Mountain View Farm - 3698 County Road 185,35
1055,Windmill Farm - 1749 County Road 409,56
1056,Sunset Farm - 1318 County Road 443,14
1057,Oak Ridge Farm - 4810 County Road 442,193
1058,Countryside Farm - 2740 County Road 492,34
1059,Golden Fields Farm - 4740 County Road 314,68
1060,Red Barn Farm - 8636 County Road 422,94
1061,Heritage Farm - 4109 County Road 16,143
1062,Sunset Farm - 9202 County Road 70,5
1063,Valley View Farm - 5779 County Road 348,68
1064,Rolling Hills Farm - 9288 County Road 122,237
1065,Pine Creek Farm - 9953 County Road 75,158
1066,Heritage Farm - 2795 County Road 444,217
1067,Pleasant Hill Farm - 4607 County Road 56,210
1068,Pine Creek Farm - 1555 County Road 44,112
1069,Sunset Farm - 6621 County Road 112,178
1070,Silver Lake Farm - 4548 County Road 484,151
1071,Meadowbrook Farm - 5165 County Road 303,179
1072,Riverdale Farm - 8958 County Road 181,226
1073,Riverside Farm - 3412 County Road 52,41
1074,Oakwood Farm - 7877 County Road 149,195
1075,Oakwood Farm - 3585 County Road 285,59
1076,Spring Valley Farm - 9271 County Road 23,129
1077,Silver Lake Farm - 8698 County Road 219,86
1078,Harvest Moon Farm - 4204 County Road 282,172
1079,Highland Farm - 5126 County Road 362,57
1080,Horizon Farm - 9697 County Road 404,72
1081,Countryside Farm - 2121 County Road 327,180
1082,Willow Creek Farm - 3975 County Road 196,201
1083,Rolling Hills Farm - 4911 County Road 269,199
1084,Blue Sky Farm - 3656 County Road 279,59
1085,Meadowbrook Farm - 2367 County Road 83,232
1086,Red Barn Farm - 5449 County Road 62,157
1087,Spring Valley Farm - 9136 County Road 376,140
1088,Mountain View Farm - 8240 County Road 467,28
1089,Highland Farm - 9644 County Road 150,107
1090,Harvest Moon Farm - 1474 County Road 315,22
1091,Riverside Farm - 3230 County Road 500,196
1092,Stonebridge Farm - 2843 County Road 117,242
1093,Countryside Farm - 2775 County Road 185,122
1094,Cedar Valley Farm - 3258 County Road 344,62
1095,Stonebridge Farm - 8212 County Road 76,45
1096,Pine Creek Farm - 1203 County Road 99,104
1097,Cedar Valley Farm - 6648 County Road 98,160
1098,Pleasant Hill Farm - 6064 County Road 359,189
1099,Pine Creek Farm - 1773 County Road 275,170
1100,Countryside Farm - 6233 County Road 282,237
1101,Oak Ridge Farm - 9754 County Road 6,75
1102,Countryside Farm - 4367 County Road 221,126
1103,Blue Sky Farm - 6269 County Road 499,185
1104,Harvest Moon Farm - 9688 County Road 290,227
1105,Blue Sky Farm - 4533 County Road 270,30
1106,Sunset Farm - 6220 County Road 223,111
1107,Green Valley Farm - 7784 County Road 500,233
1108,Prairie View Farm - 2086 County Road 226,97
1109,Valley View Farm - 5973 County Road 161,94
1110,Silver Lake Farm - 9391 County Road 251,131
1111,Countryside Farm - 1741 County Road 251,136
1112,Hilltop Farm - 3955 County Road 393,240
1113,Harvest Moon Farm - 1144 County Road 112,207
1114,Rolling Hills Farm - 5582 County Road 368,103
1115,Spring Valley Farm - 7481 County Road 446,121
1116,Countryside Farm - 3137 County Road 443,78
1117,Sunset Farm - 5788 County Road 274,210
1118,Riverdale Farm - 1195 County Road 45,95
1119,Cedar Valley Farm - 1336 County Road 355,41
1120,Sunset Farm - 2896 County Road 17,12
1121,Countryside Farm - 2335 County Road 197,178
1122,Mountain View Farm - 1715 County Road 104,64
1123,Sunset Farm - 1531 County Road 229,217
1124,Maple Grove Farm - 3881 County Road 338,64
1125,Spring Valley Farm - 6979 County Road 253,194
1126,Sunset Farm - 1550 County Road 263,54
1127,Highland Farm - 4652 County Road 363,234
1128,Prairie View Farm - 1699 County Road 166,121
1129,Pleasant Hill Farm - 5268 County Road 151,206
1130,Red Barn Farm - 9993 County Road 236,97
1131,Harvest Moon Farm - 9268 County Road 44,52
1132,Highland Farm - 1607 County Road 56,60
1133,Prairie View Farm - 9252 County Road 196,46
1134,Mountain View Farm - 4820 County Road 348,243
1135,Prairie View Farm - 8292 County Road 476,90
1136,Harvest Moon Farm - 1138 County Road 19,213
1137,Highland Farm - 8979 County Road 357,234
1138,Valley View Farm - 3513 County Road 148,32
1139,Highland Farm - 8790 County Road 99,76
1140,Cedar Valley Farm - 3846 County Road 196,14
1141,Pine Creek Farm - 6968 County Road 81,175
1142,Countryside Farm - 3891 County Road 81,34
1143,Sunset Farm - 7312 County Road 20,125
1144,Blue Sky Farm - 9459 County Road 101,76
1145,Heritage Farm - 2429 County Road 63,87
1146,Red Barn Farm - 9488 County Road 89,53
1147,Sunny Meadow Farm - 3408 County Road 155,86
1148,Blue Sky Farm - 4833 County Road 369,177
1149,Sunset Farm - 2347 County Road 387,105
1150,Spring Valley Farm - 5377 County Road 173,181
1151,Maple Grove Farm - 2790 County Road 321,23
1152,Blue Sky Farm - 2217 County Road 165,165
1153,Golden Fields Farm - 7224 County Road 60,150
1154,Oak Ridge Farm - 7925 County Road 415,156
1155,Spring Valley Farm - 9758 County Road 465,40
1156,Blue Sky Farm - 9707 County Road 211,156
1157,Silver Lake Farm - 5676 County Road 445,138
1158,Highland Farm - 1123 County Road 242,132
1159,Hilltop Farm - 9946 County Road 453,177
1160,Sunset Farm - 9211 County Road 26,47
1161,Green Valley Farm - 9716 County Road 368,193
1162,Spring Valley Farm - 9488 County Road 356,181
1163,Pleasant Hill Farm - 3018 County Road 429,243
1164,Blue Sky Farm - 2372 County Road 464,147
1165,Pine Creek Farm - 9556 County Road 168,213
1166,Riverside Farm - 4063 County Road 49,148
1167,Pine Creek Farm - 8374 County Road 288,220
1168,Golden Fields Farm - 6451 County Road 358,7
1169,Meadowbrook Farm - 9183 County Road 56,229
1170,Mountain View Farm - 1670 County Road 472,233
1171,Riverside Farm - 1579 County Road 209,172
1172,Riverside Farm - 8808 County Road 193,113
1173,Highland Farm - 7504 County Road 287,223
1174,Oakwood Farm - 7994 County Road 15,44
1175,Hilltop Farm - 2313 County Road 54,89
1176,Hilltop Farm - 1522 County Road 497,112
1177,Pleasant Hill Farm - 9846 County Road 293,201
1178,Silver Lake Farm - 6292 County Road 331,109
1179,Maple Grove Farm - 3433 County Road 124,210
1180,Silver Lake Farm - 6046 County Road 223,116
1181,Harvest Moon Farm - 7499 County Road 126,33
1182,Riverside Farm - 9360 County Road 205,190
1183,Rolling Hills Farm - 3905 County Road 110,103
1184,Stonebridge Farm - 8447 County Road 145,99
1185,Willow Creek Farm - 9995 County Road 380,48
1186,Oakwood Farm - 7959 County Road 458,129
1187,Stonebridge Farm - 4296 County Road 209,174
1188,Rolling Hills Farm - 7882 County Road 416,67
1189,Stonebridge Farm - 2660 County Road 308,94
1190,Red Barn Farm - 5905 County Road 120,50
1191,Harvest Moon Farm - 6646 County Road 65,216
1192,Pine Creek Farm - 4571 County Road 167,86
1193,Riverside Farm - 7437 County Road 132,234
1194,Pine Creek Farm - 7696 County Road 185,228
1195,Silver Lake Farm - 8341 County Road 412,163
1196,Blue Sky Farm - 8870 County Road 88,47
1197,Riverside Farm - 2172 County Road 482,71
1198,Golden Fields Farm - 9460 County Road 493,191
1199,Highland Farm - 6951 County Road 326,135
1200,Riverside Farm - 8725 County Road 499,193
1201,Pine Creek Farm - 3759 County Road 275,238
1202,Pine Creek Farm - 4822 County Road 59,2
1203,Heritage Farm - 5031 County Road 431,51
1204,Rolling Hills Farm - 9440 County Road 122,50
1205,Spring Valley Farm - 4555 County Road 373,27
1206,Pleasant Hill Farm - 3599 County Road 418,95
1207,Willow Creek Farm - 5304 County Road 132,221
1208,Pleasant Hill Farm - 4295 County Road 113,212
1209,Horizon Farm - 3700 County Road 67,201
1210,Heritage Farm - 8624 County Road 375,223
1211,Sunset Farm - 1360 County Road 312,74
1212,Silver Lake Farm - 4077 County Road 402,26
1213,Harvest Moon Farm - 1814 County Road 367,230
1214,Spring Valley Farm - 7575 County Road 438,107
1215,Red Barn Farm - 7421 County Road 398,154
1216,Red Barn Farm - 1188 County Road 76,43
1217,Cedar Valley Farm - 5484 County Road 150,19
1218,Oak Ridge Farm - 3035 County Road 483,173
1219,Countryside Farm - 3695 County Road 166,153
1220,Stonebridge Farm - 7353 County Road 42,208
1221,Sunset Farm - 3777 County Road 291,113
1222,Highland Farm - 6355 County Road 245,206
1223,Pleasant Hill Farm - 6247 County Road 102,159
1224,Silver Lake Farm - 3803 County Road 165,168
1225,Sunset Farm - 7549 County Road 438,212
1226,Willow Creek Farm - 6562 County Road 177,109
1227,Pine Creek Farm - 7579 County Road 285,137
1228,Sunset Farm - 4820 County Road 121,39
1229,Riverside Farm - 9817 County Road 143,236
1230,Harvest Moon Farm - 1296 County Road 113,209
1231,Horizon Farm - 3214 County Road 133,174
1232,Stonebridge Farm - 7457 County Road 285,137
1233,Highland Farm - 5820 County Road 123,180
1234,Valley View Farm - 5730 County Road 207,88
1235,Mountain View Farm - 1099 County Road 46,37
1236,Highland Farm - 8475 County Road 142,157
1237,Riverdale Farm - 4507 County Road 156,130
1238,Golden Fields Farm - 8558 County Road 200,107
1239,Pleasant Hill Farm - 9148 County Road 26,13
1240,Cedar Valley Farm - 5885 County Road 395,30
1241,Pine Creek Farm - 9082 County Road 380,20
1242,Pleasant Hill Farm - 4415 County Road 212,226
1243,Silver Lake Farm - 5865 County Road 13,134
1244,Countryside Farm - 9857 County Road 20,230
1245,Stonebridge Farm - 5545 County Road 473,199
1246,Red Barn Farm - 2368 County Road 125,227
1247,Pleasant Hill Farm - 9751 County Road 185,204
1248,Green Valley Farm - 6377 County Road 361,110
1249,Spring Valley Farm - 6712 County Road 169,55
1250,Riverside Farm - 5971 County Road 342,232
1251,Oakwood Farm - 9841 County Road 444,8
1252,Oak Ridge Farm - 8168 County Road 235,15
1253,Countryside Farm - 8795 County Road 327,164
1254,Countryside Farm - 1463 County Road 451,104
1255,Pine Creek Farm - 6650 County Road 272,105
1256,Stonebridge Farm - 3031 County Road 112,237
1257,Sunset Farm - 4505 County Road 159,129
1258,Harvest Moon Farm - 9300 County Road 160,161
1259,Riverdale Farm - 7540 County Road 171,41
1260,Hilltop Farm - 1377 County Road 391,56
1261,Meadowbrook Farm - 9172 County Road 18,14
1262,Harvest Moon Farm - 5457 County Road 112,170
1263,Rolling Hills Farm - 7171 County Road 334,167
1264,Rolling Hills Farm - 3723 County Road 404,204
1265,Green Valley Farm - 6458 County Road 363,215
1266,Oak Ridge Farm - 8059 County Road 482,195
1267,Golden Fields Farm - 6240 County Road 376,81
1268,Green Valley Farm - 2168 County Road 18,209
1269,Hilltop Farm - 5470 County Road 84,78
1270,Valley View Farm - 6607 County Road 166,122
1271,Riverside Farm - 8554 County Road 49,129
1272,Silver Lake Farm - 9799 County Road 185,213
1273,Willow Creek Farm - 7114 County Road 450,45
1274,Maple Grove Farm - 8006 County Road 61,93
1275,Sunset Farm - 8515 County Road 262,20
1276,Windmill Farm - 7168 County Road 350,66
1277,Windmill Farm - 3607 County Road 296,202
1278,Heritage Farm - 9465 County Road 362,11
1279,Rolling Hills Farm - 9429 County Road 383,171
1280,Rolling Hills Farm - 8873 County Road 62,82
1281,Spring Valley Farm - 5957 County Road 232,107
1282,Oakwood Farm - 2534 County Road 230,242
1283,Countryside Farm - 1979 County Road 388,25
1284,Willow Creek Farm - 8854 County Road 62,82
1285,Golden Fields Farm - 6100 County Road 208,97
1286,Green Valley Farm - 9308 County Road 318,26
1287,Hilltop Farm - 1228 County Road 98,229
1288,Prairie View Farm - 9932 County Road 474,94
1289,Green Valley Farm - 7481 County Road 77,163
1290,Rolling Hills Farm - 2698 County Road 33,40
1291,Horizon Farm - 1901 County Road 342,76
1292,Golden Fields Farm - 3031 County Road 419,19
1293,Pleasant Hill Farm - 7163 County Road 317,227
1294,Heritage Farm - 8943 County Road 236,115
1295,Prairie View Farm - 2177 County Road 345,230
1296,Green Valley Farm - 9948 County Road 390,44
1297,Cedar Valley Farm - 6049 County Road 422,206
1298,Riverdale Farm - 3021 County Road 273,17
1299,Red Barn Farm - 9626 County Road 478,70
1300,Riverdale Farm - 7546 County Road 32,198
1301,Windmill Farm - 7492 County Road 300,201
1302,Highland Farm - 8114 County Road 172,174
1303,Pine Creek Farm - 2456 County Road 111,172
1304,Oakwood Farm - 3843 County Road 232,16
1305,Sunset Farm - 7997 County Road 116,35
1306,Silver Lake Farm - 5654 County Road 486,32
1307,Stonebridge Farm - 6405 County Road 210,7
1308,Red Barn Farm - 2430 County Road 451,112
1309,Silver Lake Farm - 9109 County Road 174,242
1310,Heritage Farm - 8548 County Road 402,184
1311,Red Barn Farm - 8961 County Road 96,183
1312,Sunny Meadow Farm - 3490 County Road 53,128
1313,Maple Grove Farm - 5625 County Road 426,123
1314,Meadowbrook Farm - 1291 County Road 285,135
1315,Oak Ridge Farm - 4363 County Road 122,130
1316,Green Valley Farm - 6209 County Road 116,153
1317,Pine Creek Farm - 7509 County Road 229,219
1318,Countryside Farm - 2890 County Road 391,121
1319,Highland Farm - 1178 County Road 364,170
1320,Windmill Farm - 5546 County Road 279,81
1321,Spring Valley Farm - 1596 County Road 426,196
1322,Pine Creek Farm - 8157 County Road 112,197
1323,Highland Farm - 1237 County Road 112,32
1324,Green Valley Farm - 9638 County Road 296,239
1325,Oak Ridge Farm - 3078 County Road 487,241
1326,Riverdale Farm - 1632 County Road 383,122
1327,Highland Farm - 7142 County Road 64,193
1328,Mountain View Farm - 9697 County Road 190,207
1329,Hilltop Farm - 7463 County Road 266,30
1330,Red Barn Farm - 5704 County Road 8,8
1331,Harvest Moon Farm - 3628 County Road 221,52
1332,Sunset Farm - 6736 County Road 473,20
1333,Willow Creek Farm - 9610 County Road 53,19
1334,Red Barn Farm - 2603 County Road 48,164
1335,Silver Lake Farm - 7396 County Road 189,131
1336,Mountain View Farm - 7871 County Road 11,176
1337,Riverside Farm - 9447 County Road 404,121
1338,Valley View Farm - 2019 County Road 26,233
1339,Oakwood Farm - 8821 County Road 487,176
1340,Sunny Meadow Farm - 4013 County Road 105,145
1341,Horizon Farm - 2635 County Road 410,136
1342,Green Valley Farm - 2598 County Road 78,54
1343,Highland Farm - 4267 County Road 371,172
1344,Windmill Farm - 8891 County Road 264,123
1345,Oak Ridge Farm - 7697 County Road 350,89
1346,Blue Sky Farm - 6475 County Road 317,51
1347,Valley View Farm - 3120 County Road 351,160
1348,Rolling Hills Farm - 4424 County Road 76,13
1349,Harvest Moon Farm - 6228 County Road 183,18
1350,Willow Creek Farm - 3885 County Road 50,141
1351,Prairie View Farm - 7304 County Road 325,44
1352,Pleasant Hill Farm - 5666 County Road 177,107
1353,Spring Valley Farm - 8634 County Road 92,233
1354,Golden Fields Farm - 6212 County Road 413,186
1355,Maple Grove Farm - 1861 County Road 293,212
1356,Green Valley Farm - 3229 County Road 333,27
1357,Countryside Farm - 7175 County Road 88,181
1358,Windmill Farm - 1038 County Road 7,131
1359,Hilltop Farm - 8994 County Road 489,95
1360,Riverside Farm - 7003 County Road 184,168
1361,Silver Lake Farm - 5066 County Road 311,156
1362,Cedar Valley Farm - 5404 County Road 46,223
1363,Sunny Meadow Farm - 7135 County Road 362,9
1364,Silver Lake Farm - 7028 County Road 476,31
1365,Blue Sky Farm - 1681 County Road 30,243
1366,Green Valley Farm - 1136 County Road 57,107
1367,Rolling Hills Farm - 6570 County Road 364,156
1368,Valley View Farm - 7235 County Road 308,220
1369,Prairie View Farm - 9318 County Road 393,112
1370,Green Valley Farm - 5404 County Road 26,149
1371,Pine Creek Farm - 5458 County Road 456,94
1372,Pleasant Hill Farm - 7257 County Road 125,52
1373,Cedar Valley Farm - 2108 County Road 453,227
1374,Sunny Meadow Farm - 5532 County Road 18,117
1375,Prairie View Farm - 9761 County Road 147,179
1376,Prairie View Farm - 6508 County Road 447,127
1377,Highland Farm - 7472 County Road 215,59
1378,Oak Ridge Farm - 6989 County Road 263,36
1379,Oakwood Farm - 5476 County Road 247,9
1380,Willow Creek Farm - 7794 County Road 434,213
1381,Windmill Farm - 3706 County Road 452,213
1382,Willow Creek Farm - 1461 County Road 208,39
1383,Sunset Farm - 9586 County Road 243,95
1384,Stonebridge Farm - 5553 County Road 470,207
1385,Pleasant Hill Farm - 5789 County Road 212,44
1386,Highland Farm - 1342 County Road 276,181
1387,Maple Grove Farm - 5362 County Road 1,166
1388,Horizon Farm - 7186 County Road 265,44
1389,Rolling Hills Farm - 7222 County Road 5,221
1390,Cedar Valley Farm - 7845 County Road 270,47
1391,Horizon Farm - 6256 County Road 423,47
1392,Golden Fields Farm - 3721 County Road 295,3
1393,Rolling Hills Farm - 3624 County Road 378,98
1394,Windmill Farm - 5384 County Road 183,57
1395,Windmill Farm - 9760 County Road 284,152
1396,Rolling Hills Farm - 7774 County Road 78,46
1397,Red Barn Farm - 9669 County Road 434,101
1398,Heritage Farm - 7006 County Road 176,121
1399,Pleasant Hill Farm - 5689 County Road 27,237
1400,Hilltop Farm - 4707 County Road 111,72
1401,Spring Valley Farm - 3051 County Road 82,243
1402,Cedar Valley Farm - 3159 County Road 458,9
1403,Sunset Farm - 9557 County Road 62,14
1404,Oakwood Farm - 2153 County Road 122,224
1405,Cedar Valley Farm - 3488 County Road 448,124
1406,Cedar Valley Farm - 8622 County Road 322,164
1407,Windmill Farm - 4382 County Road 85,23
1408,Green Valley Farm - 6233 County Road 484,5
1409,Blue Sky Farm - 8196 County Road 396,229
1410,Red Barn Farm - 7541 County Road 157,137
1411,Oakwood Farm - 1172 County Road 57,75
1412,Mountain View Farm - 5968 County Road 213,111
1413,Hilltop Farm - 4862 County Road 471,230
1414,Countryside Farm - 6166 County Road 393,50
1415,Windmill Farm - 4029 County Road 339,4
1416,Oak Ridge Farm - 3988 County Road 232,239
1417,Harvest Moon Farm - 3979 County Road 20,147
1418,Pine Creek Farm - 1034 County Road 219,182
1419,Valley View Farm - 1823 County Road 66,236
1420,Blue Sky Farm - 8939 County Road 253,142
1421,Spring Valley Farm - 5017 County Road 35,120
1422,Maple Grove Farm - 8995 County Road 412,44
1423,Cedar Valley Farm - 3046 County Road 59,102
1424,Sunny Meadow Farm - 8594 County Road 460,86
1425,Pine Creek Farm - 1861 County Road 326,18
1426,Meadowbrook Farm - 5471 County Road 55,97
1427,Cedar Valley Farm - 8734 County Road 409,114
1428,Heritage Farm - 3103 County Road 205,165
1429,Heritage Farm - 6108 County Road 32,114
1430,Willow Creek Farm - 5852 County Road 11,190
1431,Pleasant Hill Farm - 8479 County Road 367,61
1432,Mountain View Farm - 9194 County Road 393,139
1433,Hilltop Farm - 4110 County Road 122,5
1434,Maple Grove Farm - 9103 County Road 452,61
1435,Rolling Hills Farm - 4352 County Road 398,75
1436,Sunny Meadow Farm - 1593 County Road 127,135
1437,Stonebridge Farm - 8256 County Road 349,104
1438,Rolling Hills Farm - 8256 County Road 74,130
1439,Silver Lake Farm - 8470 County Road 477,101
1440,Oak Ridge Farm - 2297 County Road 118,147
1441,Stonebridge Farm - 9712 County Road 199,121
1442,Oakwood Farm - 3424 County Road 279,111
1443,Horizon Farm - 7509 County Road 55,108
1444,Golden Fields Farm - 9327 County Road 167,165
1445,Windmill Farm - 7657 County Road 424,234
1446,Rolling Hills Farm - 6104 County Road 438,16
1447,Sunny Meadow Farm - 9055 County Road 350,32
1448,Harvest Moon Farm - 5489 County Road 9,30
1449,Heritage Farm - 9175 County Road 271,224
1450,Maple Grove Farm - 7876 County Road 181,188
1451,Horizon Farm - 5469 County Road 21,170
1452,Rolling Hills Farm - 4275 County Road 3,199
1453,Valley View Farm - 1689 County Road 298,240
1454,Hilltop Farm - 4280 County Road 441,114
1455,Hilltop Farm - 3338 County Road 176,215
1456,Highland Farm - 9520 County Road 309,51
1457,Sunny Meadow Farm - 2341 County Road 2,182
1458,Sunset Farm - 6486 County Road 71,28
1459,Hilltop Farm - 2635 County Road 31,240
1460,Blue Sky Farm - 6736 County Road 291,125
1461,Silver Lake Farm - 2305 County Road 463,173
1462,Hilltop Farm - 7593 County Road 235,30
1463,Blue Sky Farm - 3087 County Road 118,134
1464,Blue Sky Farm - 8025 County Road 155,132
1465,Horizon Farm - 5872 County Road 326,230
1466,Valley View Farm - 2922 County Road 120,132
1467,Maple Grove Farm - 8953 County Road 194,161
1468,Maple Grove Farm - 8832 County Road 370,46
1469,Horizon Farm - 9637 County Road 479,219
1470,Hilltop Farm - 8590 County Road 254,48
1471,Pine Creek Farm - 1209 County Road 344,233
1472,Pine Creek Farm - 4045 County Road 89,155
1473,Countryside Farm - 4783 County Road 220,73
1474,Horizon Farm - 5977 County Road 177,231
1475,Harvest Moon Farm - 9327 County Road 59,7
1476,Hilltop Farm - 2027 County Road 243,228
1477,Highland Farm - 6191 County Road 312,237
1478,Maple Grove Farm - 2738 County Road 21,118
1479,Sunset Farm - 7853 County Road 408,173
1480,Red Barn Farm - 9941 County Road 113,70
1481,Harvest Moon Farm - 4708 County Road 435,217
1482,Highland Farm - 7694 County Road 350,22
1483,Blue Sky Farm - 5772 County Road 418,176
1484,Harvest Moon Farm - 9095 County Road 84,122
1485,Countryside Farm - 9495 County Road 110,64
1486,Mountain View Farm - 5607 County Road 296,32
1487,Highland Farm - 3061 County Road 8,208
1488,Sunset Farm - 1194 County Road 330,220
1489,Heritage Farm - 8832 County Road 495,47
1490,Oak Ridge Farm - 6899 County Road 16,170
1491,Windmill Farm - 9630 County Road 236,49
1492,Cedar Valley Farm - 1267 County Road 164,108
1493,Cedar Valley Farm - 3597 County Road 62,214
1494,Oakwood Farm - 8036 County Road 202,124
1495,Stonebridge Farm - 1746 County Road 130,78
1496,Highland Farm - 7020 County Road 452,17
1497,Stonebridge Farm - 5271 County Road 210,104
1498,Stonebridge Farm - 7972 County Road 434,214
1499,Silver Lake Farm - 9561 County Road 476,173
1500,Golden Fields Farm - 7446 County Road 248,205
1501,Maple Grove Farm - 5891 County Road 318,123
1502,Red Barn Farm - 9887 County Road 123,55
1503,Green Valley Farm - 5203 County Road 46,215
1504,Horizon Farm - 1124 County Road 485,16
1505,Horizon Farm - 8192 County Road 235,177
1506,Maple Grove Farm - 9487 County Road 162,82
1507,Silver Lake Farm - 6879 County Road 216,25
1508,Stonebridge Farm - 4749 County Road 292,56
1509,Pleasant Hill Farm - 5856 County Road 9,80
1510,Horizon Farm - 4913 County Road 238,221
1511,Windmill Farm - 8731 County Road 205,69
1512,Red Barn Farm - 1097 County Road 367,209
1513,Green Valley Farm - 2062 County Road 205,98
1514,Riverdale Farm - 3159 County Road 290,63
1515,Rolling Hills Farm - 4436 County Road 308,2
1516,Willow Creek Farm - 7154 County Road 341,216
1517,Pleasant Hill Farm - 6223 County Road 68,77
1518,Willow Creek Farm - 6259 County Road 411,51
1519,Cedar Valley Farm - 8880 County Road 42,174
1520,Cedar Valley Farm - 7713 County Road 98,172
1521,Blue Sky Farm - 4060 County Road 232,8
1522,Horizon Farm - 6553 County Road 390,243
1523,Riverdale Farm - 2859 County Road 360,147
1524,Mountain View Farm - 7353 County Road 149,60
1525,Horizon Farm - 2416 County Road 450,149
1526,Cedar Valley Farm - 6439 County Road 123,160
1527,Oakwood Farm - 1491 County Road 155,215
1528,Rolling Hills Farm - 7379 County Road 29,194
1529,Stonebridge Farm - 1422 County Road 168,31
1530,Oakwood Farm - 9253 County Road 249,193
1531,Maple Grove Farm - 6580 County Road 282,138
1532,Prairie View Farm - 4110 County Road 209,38
1533,Oakwood Farm - 8190 County Road 414,89
1534,Hilltop Farm - 8947 County Road 409,65
1535,Harvest Moon Farm - 6504 County Road 167,121
1536,Valley View Farm - 8126 County Road 423,104
1537,Mountain View Farm - 6520 County Road 279,16
1538,Blue Sky Farm - 2392 County Road 255,70
1539,Pine Creek Farm - 2785 County Road 428,157
1540,Riverdale Farm - 8491 County Road 319,211
1541,Green Valley Farm - 7545 County Road 420,154
1542,Maple Grove Farm - 9798 County Road 342,125
1543,Rolling Hills Farm - 8756 County Road 218,234
1544,Windmill Farm - 3846 County Road 204,195
1545,Red Barn Farm - 9955 County Road 258,78
1546,Mountain View Farm - 8351 County Road 99,65
1547,Heritage Farm - 5696 County Road 429,220
1548,Maple Grove Farm - 1170 County Road 66,109
1549,Sunny Meadow Farm - 8314 County Road 5,4
1550,Cedar Valley Farm - 9568 County Road 177,136
1551,Prairie View Farm - 2898 County Road 86,146
1552,Horizon Farm - 8931 County Road 274,60
1553,Pleasant Hill Farm - 7413 County Road 429,97
1554,Meadowbrook Farm - 1619 County Road 257,156
1555,Mountain View Farm - 8345 County Road 336,16
1556,Highland Farm - 2369 County Road 302,144
1557,Horizon Farm - 9096 County Road 264,1
1558,Riverdale Farm - 1266 County Road 269,83
1559,Spring Valley Farm - 1241 County Road 251,136
